VersionInfo.ProductName,VersionInfo.ProductVersion,VersionInfo.FileVersion,OpenArrayPlate.SerialNumber,OpenArrayPlate.ChipTransformsApplied,Assay.Assay ID,Assay.Assay Number,Assay.TaqMan Assay ID,Assay.Assay Name,Assay.Assay Type,Assay.Assay Pool,Assay.AmplificationCurveDyeNames.0,ThroughHole.Ct,ThroughHole.Concentration,ThroughHole.ConcentrationUnit,ThroughHole.Outlier,ThroughHole.CtConfidence,ThroughHole.Tm,ThroughHole.TmData.Area,ThroughHole.Address,ThroughHole.IntensityData.ROX.1,ThroughHole.IntensityData.FAMTP.1,SamplePlate.SerialNumber,SampleInfo.SampleID,SampleInfo.Description,SampleInfo.Dilution
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002031_mmu-miR-764-5p,447,TM002031,mmu-miR-764-5p,TARG,B,FAMTP,40,,,FALSE,32.01395164,,0,B4f7,315.1283122,2999.170892,GNP81,C3,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002234_hsa-miR-140-3p,448,TM002234,hsa-miR-140-3p,TARG,B,FAMTP,20.809,,,FALSE,408.4871286,,0,B4f8,246.2845311,2512.190837,GPK57,B2,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002234_hsa-miR-140-3p,448,TM002234,hsa-miR-140-3p,TARG,B,FAMTP,21.602,,,FALSE,703.6377172,,0,B4f8,319.2787147,2669.745046,GNP81,C3,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,241023_MMU-MIR-1937B,475,TM241023,MMU-MIR-1937B,TARG,B,FAMTP,12.353,,,FALSE,834.750436,,0,B4g3,249.2854326,2315.61541,GPK57,B2,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,241023_MMU-MIR-1937B,475,TM241023,MMU-MIR-1937B,TARG,B,FAMTP,12.007,,,FALSE,1097.674042,,0,B4g3,329.0173888,3405.156329,GNP81,C3,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,240984_MMU-MIR-1199,476,TM240984,MMU-MIR-1199,TARG,B,FAMTP,40,,,FALSE,63.34843223,,0,B4g4,260.1564404,2472.673277,GPK57,B2,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,240984_MMU-MIR-1199,476,TM240984,MMU-MIR-1199,TARG,B,FAMTP,40,,,FALSE,90.50270201,,0,B4g4,316.8771517,2755.722763,GNP81,C3,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002110_hsa-miR-30c-2#,477,TM002110,hsa-miR-30c-2#,TARG,B,FAMTP,40,,,FALSE,32.4144063,,0,B4g5,241.8440733,3050.226148,GPK57,B2,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002110_hsa-miR-30c-2#,477,TM002110,hsa-miR-30c-2#,TARG,B,FAMTP,40,,,FALSE,29.96177278,,0,B4g5,308.9695942,3493.431196,GNP81,C3,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,001727_Y1,990,TM001727,Y1,ENDO,B,FAMTP,40,,,FALSE,214.117048,,0,B4g6,251.3459513,2823.023229,GPK57,B2,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,001727_Y1,990,TM001727,Y1,ENDO,B,FAMTP,26.242,,,FALSE,324.6063696,,0,B4g6,318.8563533,3140.709303,GNP81,C3,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,241102_RNO-MIR-293,508,TM241102,RNO-MIR-293,TARG,B,FAMTP,40,,,FALSE,37.73431679,,0,B4h4,251.7257083,2536.746815,GPK57,B2,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,241102_RNO-MIR-293,508,TM241102,RNO-MIR-293,TARG,B,FAMTP,40,,,FALSE,37.68181652,,0,B4h4,314.6185714,2941.648918,GNP81,C3,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002574_mmu-miR-186#,509,TM002574,mmu-miR-186#,TARG,B,FAMTP,40,,,FALSE,238.3733755,,0,B4h5,256.0842582,2874.618784,GPK57,B2,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002574_mmu-miR-186#,509,TM002574,mmu-miR-186#,TARG,B,FAMTP,21.182,,,FALSE,518.7667999,,0,B4h5,311.6070157,3148.444275,GNP81,C3,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,001634_mmu-miR-700,510,TM001634,mmu-miR-700,TARG,B,FAMTP,40,,,FALSE,250.8222408,,0,B4h6,249.8654327,2563.093085,GPK57,B2,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,001634_mmu-miR-700,510,TM001634,mmu-miR-700,TARG,B,FAMTP,40,,,FALSE,238.2585804,,0,B4h6,320.5008768,2982.514264,GNP81,C3,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002049_rno-miR-196c,258,TM002049,rno-miR-196c,TARG,A,FAMTP,14.01,,,FALSE,1234.827836,,0,B5a2,269.3980362,3299.565517,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002049_rno-miR-196c,258,TM002049,rno-miR-196c,TARG,A,FAMTP,14.192,,,FALSE,1263.544656,,0,B5a2,217.6011035,2894.959855,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002299_hsa-miR-191,259,TM002299,hsa-miR-191,TARG,A,FAMTP,13.351,,,FALSE,1128.707051,,0,B5a3,274.8721653,3321.814378,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002299_hsa-miR-191,259,TM002299,hsa-miR-191,TARG,A,FAMTP,12.41,,,FALSE,958.4733704,,0,B5a3,221.531421,2814.179161,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,000497_hsa-miR-197,260,TM000497,hsa-miR-197,TARG,A,FAMTP,40,,,FALSE,74.8592771,,0,B5a4,285.0307559,2731.750556,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,000497_hsa-miR-197,260,TM000497,hsa-miR-197,TARG,A,FAMTP,40,,,FALSE,90.9273121,,0,B5a4,222.0149105,2343.322149,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,001230_snoRNA135,797,TM001230,snoRNA135,ENDO,B,FAMTP,16.565,,,FALSE,616.3554282,,0,B5a5,280.0845538,4040.596704,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,001230_snoRNA135,797,TM001230,snoRNA135,ENDO,B,FAMTP,15.771,,,FALSE,556.4527347,,0,B5a5,217.2497804,3250.163562,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002304_hsa-miR-199a-3p,262,TM002304,hsa-miR-199a-3p,TARG,A,FAMTP,40,,,FALSE,272.8247693,,0,B5a6,271.8481419,3955.824026,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002304_hsa-miR-199a-3p,262,TM002304,hsa-miR-199a-3p,TARG,A,FAMTP,40,,,FALSE,252.4912817,,0,B5a6,221.639481,3488.748053,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002250_hsa-miR-193a-3p,263,TM002250,hsa-miR-193a-3p,TARG,A,FAMTP,40,,,FALSE,0,,0,B5a7,267.2321403,3271.008944,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002250_hsa-miR-193a-3p,263,TM002250,hsa-miR-193a-3p,TARG,A,FAMTP,40,,,FALSE,34.48862482,,0,B5a7,232.3241277,2758.693898,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,001195_mmu-miR-202,289,TM001195,mmu-miR-202,TARG,A,FAMTP,40,,,FALSE,203.7585007,,0,B5b1,294.3462893,3058.02502,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,001195_mmu-miR-202,289,TM001195,mmu-miR-202,TARG,A,FAMTP,29.776,,,FALSE,312.7272813,,0,B5b1,242.2897137,2625.857721,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002290_hsa-miR-208b,290,TM002290,hsa-miR-208b,TARG,A,FAMTP,40,,,FALSE,44.52743493,,0,B5b2,290.8248032,3247.932519,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002290_hsa-miR-208b,290,TM002290,hsa-miR-208b,TARG,A,FAMTP,40,,,FALSE,70.48040006,,0,B5b2,260.9205759,2927.055373,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,001973_U6 rRNA,827,TM001973,U6 rRNA,ENDO,B,FAMTP,10.03,,,FALSE,963.1521105,,0,B5b3,291.2378581,3725.232114,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,001973_U6 rRNA,827,TM001973,U6 rRNA,ENDO,B,FAMTP,9.439,,,FALSE,895.4559023,,0,B5b3,230.3852946,3147.19487,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,000512_hsa-miR-210,292,TM000512,hsa-miR-210,TARG,A,FAMTP,40,,,FALSE,158.419081,,0,B5b4,290.4100261,2876.318263,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,000512_hsa-miR-210,292,TM000512,hsa-miR-210,TARG,A,FAMTP,40,,,FALSE,152.743251,,0,B5b4,234.6625576,2532.293478,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,000507_hsa-miR-203,293,TM000507,hsa-miR-203,TARG,A,FAMTP,13.635,,,FALSE,1284.095129,,0,B5b5,287.6515305,3706.941515,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,000507_hsa-miR-203,293,TM000507,hsa-miR-203,TARG,A,FAMTP,13.305,,,FALSE,990.1746881,,0,B5b5,237.3256653,3084.778301,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,001199_mmu-miR-211,294,TM001199,mmu-miR-211,TARG,A,FAMTP,40,,,FALSE,193.5054035,,0,B5b6,298.5754474,3166.706796,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,001199_mmu-miR-211,294,TM001199,mmu-miR-211,TARG,A,FAMTP,40,,,FALSE,165.2951347,,0,B5b6,233.5552523,2878.822313,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,000508_hsa-miR-204,295,TM000508,hsa-miR-204,TARG,A,FAMTP,40,,,FALSE,148.4421426,,0,B5b7,274.1470292,3628.834317,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,000508_hsa-miR-204,295,TM000508,hsa-miR-204,TARG,A,FAMTP,40,,,FALSE,231.0160898,,0,B5b7,234.0845876,3077.401323,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002300_hsa-miR-200c,296,TM002300,hsa-miR-200c,TARG,A,FAMTP,13.402,,,FALSE,666.1789545,,0,B5b8,285.2742754,3447.784608,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002300_hsa-miR-200c,296,TM002300,hsa-miR-200c,TARG,A,FAMTP,12.738,,,FALSE,421.7315996,,0,B5b8,244.0962211,2958.035198,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002592_mmu-miR-291a-3p,321,TM002592,mmu-miR-291a-3p,TARG,A,FAMTP,40,,,FALSE,0,,0,B5c1,319.1469696,3189.477993,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002592_mmu-miR-291a-3p,321,TM002592,mmu-miR-291a-3p,TARG,A,FAMTP,40,,,FALSE,30.39985146,,0,B5c1,253.0930815,2646.614224,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,000522_hsa-miR-219,322,TM000522,hsa-miR-219,TARG,A,FAMTP,40,,,FALSE,24.60204146,,0,B5c2,292.3016413,3123.331447,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,000522_hsa-miR-219,322,TM000522,hsa-miR-219,TARG,A,FAMTP,40,,,FALSE,34.15877207,,0,B5c2,263.6604971,2788.841555,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002537_mmu-miR-291b-5p,323,TM002537,mmu-miR-291b-5p,TARG,A,FAMTP,40,,,FALSE,37.83310096,,0,B5c3,290.2670638,3187.347062,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002537_mmu-miR-291b-5p,323,TM002537,mmu-miR-291b-5p,TARG,A,FAMTP,40,,,FALSE,26.43877457,,0,B5c3,235.303432,2615.614176,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002468_mmu-miR-220,324,TM002468,mmu-miR-220,TARG,A,FAMTP,40,,,FALSE,0,,0,B5c4,289.9567448,2961.256297,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002468_mmu-miR-220,324,TM002468,mmu-miR-220,TARG,A,FAMTP,40,,,FALSE,40.74578117,,0,B5c4,250.8789861,2593.234855,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002510_mmu-miR-325,325,TM002510,mmu-miR-325,TARG,A,FAMTP,40,,,FALSE,27.93816606,,0,B5c5,309.0558945,3602.178613,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002510_mmu-miR-325,325,TM002510,mmu-miR-325,TARG,A,FAMTP,40,,,FALSE,31.59803878,,0,B5c5,254.2379513,3005.81052,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,000524_hsa-miR-221,326,TM000524,hsa-miR-221,TARG,A,FAMTP,19.71,,,FALSE,674.8357751,,0,B5c6,295.8996251,3285.921286,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,000524_hsa-miR-221,326,TM000524,hsa-miR-221,TARG,A,FAMTP,17.998,,,FALSE,576.1512172,,0,B5c6,249.8149874,2780.849459,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002320_hsa-miR-188-5p,327,TM002320,hsa-miR-188-5p,TARG,A,FAMTP,18.819,,,FALSE,606.5107378,,0,B5c7,294.9308238,3547.870973,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002320_hsa-miR-188-5p,327,TM002320,hsa-miR-188-5p,TARG,A,FAMTP,18.222,,,FALSE,474.3477061,,0,B5c7,254.6630388,3026.829419,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,001794_mmu-miR-293,328,TM001794,mmu-miR-293,TARG,A,FAMTP,40,,,FALSE,0,,0,B5c8,288.5497233,3295.185076,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,001794_mmu-miR-293,328,TM001794,mmu-miR-293,TARG,A,FAMTP,40,,,FALSE,26.6071283,,0,B5c8,249.5509655,2910.686921,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,000521_hsa-miR-218,353,TM000521,hsa-miR-218,TARG,A,FAMTP,17.372,,,FALSE,742.9423563,,0,B5d1,308.4329531,4017.248193,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,000521_hsa-miR-218,353,TM000521,hsa-miR-218,TARG,A,FAMTP,16.818,,,FALSE,727.7359743,,0,B5d1,243.5444915,3376.975758,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,000338_ath-miR159a,890,TM000338,ath-miR159a,ENDO,B,FAMTP,40,,,FALSE,38.58855506,,0,B5d2,287.2026989,3896.486467,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,000338_ath-miR159a,890,TM000338,ath-miR159a,ENDO,B,FAMTP,40,,,FALSE,48.51591982,,0,B5d2,257.7202792,3404.511533,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002341_hsa-miR-708,355,TM002341,hsa-miR-708,TARG,A,FAMTP,40,,,FALSE,208.9980453,,0,B5d3,305.3694412,3446.069295,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002341_hsa-miR-708,355,TM002341,hsa-miR-708,TARG,A,FAMTP,21.435,,,FALSE,301.8773351,,0,B5d3,255.2324568,2840.027309,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002324_hsa-miR-744,356,TM002324,hsa-miR-744,TARG,A,FAMTP,21.581,,,FALSE,841.808411,,0,B5d4,293.7199016,3044.398329,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002324_hsa-miR-744,356,TM002324,hsa-miR-744,TARG,A,FAMTP,20.328,,,FALSE,703.590046,,0,B5d4,247.79084,2680.258864,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002457_mmu-miR-741,357,TM002457,mmu-miR-741,TARG,A,FAMTP,40,,,FALSE,0,,0,B5d5,288.9055285,3263.689009,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002457_mmu-miR-741,357,TM002457,mmu-miR-741,TARG,A,FAMTP,40,,,FALSE,42.10524113,,0,B5d5,258.016808,2807.765535,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,001990_hsa-miR-758,358,TM001990,hsa-miR-758,TARG,A,FAMTP,40,,,FALSE,209.4851191,,0,B5d6,302.4084373,3035.50464,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,001990_hsa-miR-758,358,TM001990,hsa-miR-758,TARG,A,FAMTP,40,,,FALSE,192.5666727,,0,B5d6,259.6338653,2615.523267,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,001232_snoRNA202,895,TM001232,snoRNA202,ENDO,B,FAMTP,11.746,,,FALSE,1343.00044,,0,B5d7,314.0707268,3804.165831,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,001232_snoRNA202,895,TM001232,snoRNA202,ENDO,B,FAMTP,11.046,,,FALSE,917.9983301,,0,B5d7,256.698917,3182.398098,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002057_rno-miR-760-5p,360,TM002057,rno-miR-760-5p,TARG,A,FAMTP,40,,,FALSE,26.00139784,,0,B5d8,295.8153549,2797.701123,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002057_rno-miR-760-5p,360,TM002057,rno-miR-760-5p,TARG,A,FAMTP,40,,,FALSE,30.29553663,,0,B5d8,250.3357009,2493.849887,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002021_hsa-miR-674,385,TM002021,hsa-miR-674,TARG,A,FAMTP,40,,,FALSE,74.99212903,,0,B5e1,310.9054061,3814.477429,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002021_hsa-miR-674,385,TM002021,hsa-miR-674,TARG,A,FAMTP,40,,,FALSE,67.97195966,,0,B5e1,258.0742901,3285.986327,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002472_mmu-miR-879,386,TM002472,mmu-miR-879,TARG,A,FAMTP,40,,,FALSE,33.99699652,,0,B5e2,305.3164137,3037.359044,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002472_mmu-miR-879,386,TM002472,mmu-miR-879,TARG,A,FAMTP,40,,,FALSE,0,,0,B5e2,256.4439858,2707.377385,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002356_hsa-miR-873,387,TM002356,hsa-miR-873,TARG,A,FAMTP,40,,,FALSE,38.90362569,,0,B5e3,311.0656032,3352.086911,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002356_hsa-miR-873,387,TM002356,hsa-miR-873,TARG,A,FAMTP,40,,,FALSE,56.61933117,,0,B5e3,253.2494287,2822.363422,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002609_mmu-miR-881,388,TM002609,mmu-miR-881,TARG,A,FAMTP,40,,,FALSE,41.36867391,,0,B5e4,296.5628192,3883.465679,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002609_mmu-miR-881,388,TM002609,mmu-miR-881,TARG,A,FAMTP,40,,,FALSE,39.21741995,,0,B5e4,254.1367877,3412.593671,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002268_hsa-miR-874,389,TM002268,hsa-miR-874,TARG,A,FAMTP,40,,,FALSE,0,,0,B5e5,311.2876411,3333.477556,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002268_hsa-miR-874,389,TM002268,hsa-miR-874,TARG,A,FAMTP,40,,,FALSE,0,,0,B5e5,245.0104721,2784.947569,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002072_rno-miR-881,390,TM002072,rno-miR-881,TARG,A,FAMTP,40,,,FALSE,0,,0,B5e6,318.2197163,4220.933042,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002072_rno-miR-881,390,TM002072,rno-miR-881,TARG,A,FAMTP,40,,,FALSE,36.58612308,,0,B5e6,261.807811,3688.772653,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002547_mmu-miR-875-3p,391,TM002547,mmu-miR-875-3p,TARG,A,FAMTP,40,,,FALSE,40.97309029,,0,B5e7,308.9787891,3477.954408,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002547_mmu-miR-875-3p,391,TM002547,mmu-miR-875-3p,TARG,A,FAMTP,40,,,FALSE,0,,0,B5e7,253.1827545,2939.910396,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002461_mmu-miR-883a-3p,392,TM002461,mmu-miR-883a-3p,TARG,A,FAMTP,40,,,FALSE,41.06438138,,0,B5e8,303.8263584,3167.82103,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002461_mmu-miR-883a-3p,392,TM002461,mmu-miR-883a-3p,TARG,A,FAMTP,40,,,FALSE,32.81287474,,0,B5e8,239.7436356,2888.603973,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002077_rno-miR-219-1-3p,417,TM002077,rno-miR-219-1-3p,TARG,A,FAMTP,40,,,FALSE,37.37852949,,0,B5f1,314.5087893,3152.734657,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002077_rno-miR-219-1-3p,417,TM002077,rno-miR-219-1-3p,TARG,A,FAMTP,40,,,FALSE,0,,0,B5f1,252.1881811,2712.230866,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,001032_hsa-miR-452,418,TM001032,hsa-miR-452,TARG,A,FAMTP,40,,,FALSE,0,,0,B5f2,313.9696924,2757.706912,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,001032_hsa-miR-452,418,TM001032,hsa-miR-452,TARG,A,FAMTP,40,,,FALSE,40.93351365,,0,B5f2,260.0636247,2379.434426,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002390_hsa-miR-219-2-3p,419,TM002390,hsa-miR-219-2-3p,TARG,A,FAMTP,40,,,FALSE,61.69812327,,0,B5f3,314.8429168,3270.588275,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002390_hsa-miR-219-2-3p,419,TM002390,hsa-miR-219-2-3p,TARG,A,FAMTP,40,,,FALSE,85.22684245,,0,B5f3,259.3032046,2779.286701,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,001712_U87,956,TM001712,U87,ENDO,B,FAMTP,17.264,,,FALSE,583.0212533,,0,B5f4,323.4381704,4271.150992,GNP81,B1,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,001712_U87,956,TM001712,U87,ENDO,B,FAMTP,16.574,,,FALSE,388.3804407,,0,B5f4,260.191969,3881.600085,GPK57,A4,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,000599_hsa-miR-224,421,TM000599,hsa-miR-224,TARG,A,FAMTP,18.837,,,FALSE,1614.737098,,0,B5f5,302.6160953,3706.427161,GNP81,B1,mutant,1
