VersionInfo.ProductName,VersionInfo.ProductVersion,VersionInfo.FileVersion,OpenArrayPlate.SerialNumber,OpenArrayPlate.ChipTransformsApplied,Assay.Assay ID,Assay.Assay Number,Assay.TaqMan Assay ID,Assay.Assay Name,Assay.Assay Type,Assay.Assay Pool,Assay.AmplificationCurveDyeNames.0,ThroughHole.Ct,ThroughHole.Concentration,ThroughHole.ConcentrationUnit,ThroughHole.Outlier,ThroughHole.CtConfidence,ThroughHole.Tm,ThroughHole.TmData.Area,ThroughHole.Address,ThroughHole.IntensityData.ROX.1,ThroughHole.IntensityData.FAMTP.1,SamplePlate.SerialNumber,SampleInfo.SampleID,SampleInfo.Description,SampleInfo.Dilution
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,001727_Y1,990,TM001727,Y1,ENDO,B,FAMTP,18.932,,,FALSE,1071.123626,,0,B10g6,335.7023663,3633.172779,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,001727_Y1,990,TM001727,Y1,ENDO,B,FAMTP,19.721,,,FALSE,538.7513028,,0,B10g6,279.8965157,3259.088278,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002519_mmu-miR-493,492,TM002519,mmu-miR-493,TARG,A,FAMTP,40,,,FALSE,36.57029287,,0,B10h4,327.1372828,2933.654395,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002519_mmu-miR-493,492,TM002519,mmu-miR-493,TARG,A,FAMTP,40,,,FALSE,30.86730401,,0,B10h4,273.9582989,2616.829087,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002283_hsa-let-7d,493,TM002283,hsa-let-7d,TARG,A,FAMTP,15.935,,,FALSE,1338.308979,,0,B10h5,336.913298,3054.840021,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002283_hsa-let-7d,493,TM002283,hsa-let-7d,TARG,A,FAMTP,16.148,,,FALSE,817.8633908,,0,B10h5,279.291401,2569.307464,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,000457_hsa-miR-132,494,TM000457,hsa-miR-132,TARG,A,FAMTP,15.774,,,FALSE,536.2473502,,0,B10h6,340.8450724,3719.442137,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,000457_hsa-miR-132,494,TM000457,hsa-miR-132,TARG,A,FAMTP,15.23,,,FALSE,637.6384241,,0,B10h6,286.9587789,3277.704975,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002448_mmu-miR-666-3p,274,TM002448,mmu-miR-666-3p,TARG,B,FAMTP,40,,,FALSE,26.8138641,,0,B11a2,290.0989423,2912.404786,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002448_mmu-miR-666-3p,274,TM002448,mmu-miR-666-3p,TARG,B,FAMTP,40,,,FALSE,0,,0,B11a2,241.263446,2668.576491,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002033_mmu-miR-763,275,TM002033,mmu-miR-763,TARG,B,FAMTP,40,,,FALSE,224.1509474,,0,B11a3,299.2639487,3587.360448,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002033_mmu-miR-763,275,TM002033,mmu-miR-763,TARG,B,FAMTP,40,,,FALSE,106.6645428,,0,B11a3,238.7790735,3204.118574,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002449_mmu-miR-673-3p,276,TM002449,mmu-miR-673-3p,TARG,B,FAMTP,40,,,FALSE,38.93167145,,0,B11a4,314.2599713,3381.900015,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002449_mmu-miR-673-3p,276,TM002449,mmu-miR-673-3p,TARG,B,FAMTP,40,,,FALSE,26.30187825,,0,B11a4,272.4396261,3168.267935,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,001230_snoRNA135,797,TM001230,snoRNA135,ENDO,B,FAMTP,15.659,,,FALSE,812.975252,,0,B11a5,289.0514872,3981.742889,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,001230_snoRNA135,797,TM001230,snoRNA135,ENDO,B,FAMTP,16.142,,,FALSE,588.9746824,,0,B11a5,251.2930529,3641.376456,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002451_mmu-miR-376b#,278,TM002451,mmu-miR-376b#,TARG,B,FAMTP,21.375,,,FALSE,659.5682794,,0,B11a6,295.6875222,4012.68552,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002451_mmu-miR-376b#,278,TM002451,mmu-miR-376b#,TARG,B,FAMTP,25.128,,,FALSE,372.2996842,,0,B11a6,264.4722426,3833.198836,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002036_mmu-miR-693-3p,279,TM002036,mmu-miR-693-3p,TARG,B,FAMTP,40,,,FALSE,0,,0,B11a7,308.8426179,3991.083039,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002036_mmu-miR-693-3p,279,TM002036,mmu-miR-693-3p,TARG,B,FAMTP,40,,,FALSE,24.0638155,,0,B11a7,255.0764023,3649.752511,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002477_mmu-miR-196a#,305,TM002477,mmu-miR-196a#,TARG,B,FAMTP,40,,,FALSE,86.12427901,,0,B11b1,323.1131214,3741.762881,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002477_mmu-miR-196a#,305,TM002477,mmu-miR-196a#,TARG,B,FAMTP,40,,,FALSE,52.74939985,,0,B11b1,271.6090386,3564.338628,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002173_hsa-miR-15b#,306,TM002173,hsa-miR-15b#,TARG,B,FAMTP,40,,,FALSE,85.12948059,,0,B11b2,324.8241578,3581.646844,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002173_hsa-miR-15b#,306,TM002173,hsa-miR-15b#,TARG,B,FAMTP,40,,,FALSE,111.8637,,0,B11b2,292.9940925,3643.8812,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,001973_U6 rRNA,827,TM001973,U6 rRNA,ENDO,B,FAMTP,10.154,,,FALSE,1158.484236,,0,B11b3,307.85367,3736.233839,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,001973_U6 rRNA,827,TM001973,U6 rRNA,ENDO,B,FAMTP,10.703,,,FALSE,667.058788,,0,B11b3,252.438321,3536.956727,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002494_mmu-miR-24-2#,308,TM002494,mmu-miR-24-2#,TARG,B,FAMTP,21.388,,,FALSE,375.9182976,,0,B11b4,323.3822599,3178.223753,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002494_mmu-miR-24-2#,308,TM002494,mmu-miR-24-2#,TARG,B,FAMTP,40,,,FALSE,190.6134246,,0,B11b4,268.0020134,3068.096985,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002524_mmu-miR-20b#,309,TM002524,mmu-miR-20b#,TARG,B,FAMTP,40,,,FALSE,25.6232494,,0,B11b5,314.8583957,3321.459052,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002524_mmu-miR-20b#,309,TM002524,mmu-miR-20b#,TARG,B,FAMTP,40,,,FALSE,29.34696684,,0,B11b5,265.4102705,3162.439738,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002495_mmu-miR-31#,310,TM002495,mmu-miR-31#,TARG,B,FAMTP,40,,,FALSE,140.7688922,,0,B11b6,345.6118717,3386.27676,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002495_mmu-miR-31#,310,TM002495,mmu-miR-31#,TARG,B,FAMTP,25.097,,,FALSE,324.8132832,,0,B11b6,286.6573733,3199.006787,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002481_mmu-miR-327,311,TM002481,mmu-miR-327,TARG,B,FAMTP,40,,,FALSE,115.9554612,,0,B11b7,317.2430252,3344.442266,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002481_mmu-miR-327,311,TM002481,mmu-miR-327,TARG,B,FAMTP,40,,,FALSE,55.50211837,,0,B11b7,258.4089338,3103.702026,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002496_mmu-miR-92a#,312,TM002496,mmu-miR-92a#,TARG,B,FAMTP,40,,,FALSE,32.12555064,,0,B11b8,320.9161324,3510.170087,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002496_mmu-miR-92a#,312,TM002496,mmu-miR-92a#,TARG,B,FAMTP,40,,,FALSE,40.33459732,,0,B11b8,264.3350146,3533.197598,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002508_mmu-miR-125b#,337,TM002508,mmu-miR-125b#,TARG,B,FAMTP,40,,,FALSE,41.28420515,,0,B11c1,326.9589302,2978.715011,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002508_mmu-miR-125b#,337,TM002508,mmu-miR-125b#,TARG,B,FAMTP,40,,,FALSE,35.91154781,,0,B11c1,263.1188158,2908.838544,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002491_mmu-miR-20a#,338,TM002491,mmu-miR-20a#,TARG,B,FAMTP,40,,,FALSE,273.0779721,,0,B11c2,329.129104,3408.871955,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002491_mmu-miR-20a#,338,TM002491,mmu-miR-20a#,TARG,B,FAMTP,40,,,FALSE,176.9231993,,0,B11c2,266.4959305,3300.835048,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002512_mmu-miR-136#,339,TM002512,mmu-miR-136#,TARG,B,FAMTP,40,,,FALSE,33.56615451,,0,B11c3,322.3226388,3685.154184,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002512_mmu-miR-136#,339,TM002512,mmu-miR-136#,TARG,B,FAMTP,40,,,FALSE,0,,0,B11c3,266.8477664,3447.093244,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002541_mmu-miR-878-3p,340,TM002541,mmu-miR-878-3p,TARG,B,FAMTP,40,,,FALSE,91.52072013,,0,B11c4,342.6528194,4091.820707,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002541_mmu-miR-878-3p,340,TM002541,mmu-miR-878-3p,TARG,B,FAMTP,40,,,FALSE,42.72490447,,0,B11c4,280.8770626,3791.836251,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002513_mmu-miR-141#,341,TM002513,mmu-miR-141#,TARG,B,FAMTP,40,,,FALSE,135.3635845,,0,B11c5,328.0249658,3538.140895,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002513_mmu-miR-141#,341,TM002513,mmu-miR-141#,TARG,B,FAMTP,40,,,FALSE,81.43304586,,0,B11c5,275.5705007,3361.706505,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002542_mmu-miR-872#,342,TM002542,mmu-miR-872#,TARG,B,FAMTP,24.339,,,FALSE,304.4437079,,0,B11c6,339.432738,2624.336212,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002542_mmu-miR-872#,342,TM002542,mmu-miR-872#,TARG,B,FAMTP,40,,,FALSE,191.8395811,,0,B11c6,280.8969931,2656.491022,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002514_mmu-miR-145#,343,TM002514,mmu-miR-145#,TARG,B,FAMTP,40,,,FALSE,38.3896453,,0,B11c7,335.1309499,3709.945266,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002514_mmu-miR-145#,343,TM002514,mmu-miR-145#,TARG,B,FAMTP,40,,,FALSE,48.77544136,,0,B11c7,280.3842618,3496.670102,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002543_mmu-miR-17#,344,TM002543,mmu-miR-17#,TARG,B,FAMTP,21.415,,,FALSE,323.7447379,,0,B11c8,336.5354777,3532.937969,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002543_mmu-miR-17#,344,TM002543,mmu-miR-17#,TARG,B,FAMTP,40,,,FALSE,256.6898627,,0,B11c8,269.0666498,3424.406321,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,121153_MMU-MIR-1903,369,TM121153,MMU-MIR-1903,TARG,B,FAMTP,20.659,,,FALSE,731.5774455,,0,B11d1,311.4754807,3713.410987,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,121153_MMU-MIR-1903,369,TM121153,MMU-MIR-1903,TARG,B,FAMTP,21.523,,,FALSE,332.6803517,,0,B11d1,257.1511639,3445.065294,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,000338_ath-miR159a,890,TM000338,ath-miR159a,ENDO,B,FAMTP,40,,,FALSE,37.62313353,,0,B11d2,332.528017,3823.348941,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,000338_ath-miR159a,890,TM000338,ath-miR159a,ENDO,B,FAMTP,40,,,FALSE,36.24827658,,0,B11d2,279.7665436,3784.217115,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,121196_MMU-MIR-1905,371,TM121196,MMU-MIR-1905,TARG,B,FAMTP,40,,,FALSE,85.21934541,,0,B11d3,318.6672463,3380.919294,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,121196_MMU-MIR-1905,371,TM121196,MMU-MIR-1905,TARG,B,FAMTP,40,,,FALSE,43.54779894,,0,B11d3,278.4704136,3347.735454,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,121192_MMU-MIR-1935,372,TM121192,MMU-MIR-1935,TARG,B,FAMTP,40,,,FALSE,221.0612187,,0,B11d4,345.9087315,3015.025351,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,121192_MMU-MIR-1935,372,TM121192,MMU-MIR-1935,TARG,B,FAMTP,40,,,FALSE,29.51497175,,0,B11d4,286.6100949,2888.717664,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,121193_MMU-MIR-1927,373,TM121193,MMU-MIR-1927,TARG,B,FAMTP,40,,,FALSE,36.02096481,,0,B11d5,330.0286695,3441.578311,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,121193_MMU-MIR-1927,373,TM121193,MMU-MIR-1927,TARG,B,FAMTP,40,,,FALSE,31.72874527,,0,B11d5,282.7753845,3293.100372,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,121158_MMU-MIR-1936,374,TM121158,MMU-MIR-1936,TARG,B,FAMTP,40,,,FALSE,132.5553061,,0,B11d6,347.8341285,2982.774456,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,121158_MMU-MIR-1936,374,TM121158,MMU-MIR-1936,TARG,B,FAMTP,40,,,FALSE,0,,0,B11d6,283.077886,2945.857257,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,001232_snoRNA202,895,TM001232,snoRNA202,ENDO,B,FAMTP,11.993,,,FALSE,1468.856279,,0,B11d7,323.1980117,3861.085023,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,001232_snoRNA202,895,TM001232,snoRNA202,ENDO,B,FAMTP,12.995,,,FALSE,928.5165612,,0,B11d7,270.4133586,3749.939099,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,121194_MMU-MIR-1938,376,TM121194,MMU-MIR-1938,TARG,B,FAMTP,40,,,FALSE,32.53436529,,0,B11d8,328.0763175,3249.698144,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,121194_MMU-MIR-1938,376,TM121194,MMU-MIR-1938,TARG,B,FAMTP,40,,,FALSE,31.37678145,,0,B11d8,300.6523275,3420.435883,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,121189_MMU-MIR-1944,401,TM121189,MMU-MIR-1944,TARG,B,FAMTP,22.925,,,FALSE,486.8595715,,0,B11e1,319.3605321,4015.62316,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,121189_MMU-MIR-1944,401,TM121189,MMU-MIR-1944,TARG,B,FAMTP,40,,,FALSE,180.2045709,,0,B11e1,254.6551364,3669.596495,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002538_mmu-miR-291b-3p,402,TM002538,mmu-miR-291b-3p,TARG,B,FAMTP,40,,,FALSE,27.32541303,,0,B11e2,332.4217937,3440.971351,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002538_mmu-miR-291b-3p,402,TM002538,mmu-miR-291b-3p,TARG,B,FAMTP,40,,,FALSE,30.22125526,,0,B11e2,292.3770463,3421.998834,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,121166_MMU-MIR-1945,403,TM121166,MMU-MIR-1945,TARG,B,FAMTP,40,,,FALSE,27.77761433,,0,B11e3,314.2311853,3011.539011,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,121166_MMU-MIR-1945,403,TM121166,MMU-MIR-1945,TARG,B,FAMTP,40,,,FALSE,19.82041578,,0,B11e3,295.920356,2950.819399,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002507_mmu-miR-101a#,404,TM002507,mmu-miR-101a#,TARG,B,FAMTP,40,,,FALSE,24.63091357,,0,B11e4,339.910147,2694.489939,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,002507_mmu-miR-101a#,404,TM002507,mmu-miR-101a#,TARG,B,FAMTP,40,,,FALSE,0,,0,B11e4,292.4898987,2690.21684,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,121156_MMU-MIR-1947,405,TM121156,MMU-MIR-1947,TARG,B,FAMTP,40,,,FALSE,95.57187527,,0,B11e5,334.2388368,3350.643993,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,121156_MMU-MIR-1947,405,TM121156,MMU-MIR-1947,TARG,B,FAMTP,40,,,FALSE,44.59996663,,0,B11e5,288.4885088,3221.858591,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,121132_MMU-MIR-1959,406,TM121132,MMU-MIR-1959,TARG,B,FAMTP,40,,,FALSE,112.4348812,,0,B11e6,349.825051,3530.048406,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,121132_MMU-MIR-1959,406,TM121132,MMU-MIR-1959,TARG,B,FAMTP,40,,,FALSE,62.32667274,,0,B11e6,302.1124113,3593.119986,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,121171_MMU-MIR-1948,407,TM121171,MMU-MIR-1948,TARG,B,FAMTP,40,,,FALSE,41.02288882,,0,B11e7,332.8032508,3421.602144,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,121171_MMU-MIR-1948,407,TM121171,MMU-MIR-1948,TARG,B,FAMTP,40,,,FALSE,37.98073764,,0,B11e7,283.0468707,3413.53916,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,121148_MMU-MIR-1960,408,TM121148,MMU-MIR-1960,TARG,B,FAMTP,20.598,,,FALSE,311.1327533,,0,B11e8,335.9008441,2996.263813,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,121148_MMU-MIR-1960,408,TM121148,MMU-MIR-1960,TARG,B,FAMTP,40,,,FALSE,288.6154485,,0,B11e8,289.7996132,3119.271512,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,121134_MMU-MIR-1966,433,TM121134,MMU-MIR-1966,TARG,B,FAMTP,40,,,FALSE,64.81526129,,0,B11f1,326.1201501,3610.218964,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,121134_MMU-MIR-1966,433,TM121134,MMU-MIR-1966,TARG,B,FAMTP,40,,,FALSE,25.66162883,,0,B11f1,250.2872915,3311.713882,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,121137_MMU-MIR-1954,434,TM121137,MMU-MIR-1954,TARG,B,FAMTP,21.829,,,FALSE,981.8705909,,0,B11f2,333.2552161,3409.802234,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,121137_MMU-MIR-1954,434,TM121137,MMU-MIR-1954,TARG,B,FAMTP,22.278,,,FALSE,661.8880296,,0,B11f2,289.5506567,3517.452176,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,121151_MMU-MIR-1967,435,TM121151,MMU-MIR-1967,TARG,B,FAMTP,40,,,FALSE,64.42508267,,0,B11f3,335.0203876,3851.511506,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,121151_MMU-MIR-1967,435,TM121151,MMU-MIR-1967,TARG,B,FAMTP,40,,,FALSE,30.89293968,,0,B11f3,283.7773689,3707.055702,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,001712_U87,956,TM001712,U87,ENDO,B,FAMTP,17.286,,,FALSE,754.731212,,0,B11f4,353.8446626,4417.787835,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,001712_U87,956,TM001712,U87,ENDO,B,FAMTP,18.542,,,FALSE,378.8993499,,0,B11f4,299.3449104,4314.904942,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,121179_MMU-MIR-1968,437,TM121179,MMU-MIR-1968,TARG,B,FAMTP,40,,,FALSE,88.26334943,,0,B11f5,338.625121,3476.985344,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,121179_MMU-MIR-1968,437,TM121179,MMU-MIR-1968,TARG,B,FAMTP,40,,,FALSE,71.37755139,,0,B11f5,285.1327916,3361.21182,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,121190_MMU-MIR-669M,438,TM121190,MMU-MIR-669M,TARG,B,FAMTP,40,,,FALSE,58.65954688,,0,B11f6,341.535616,4321.948138,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,121190_MMU-MIR-669M,438,TM121190,MMU-MIR-669M,TARG,B,FAMTP,40,,,FALSE,0,,0,B11f6,282.8838664,4456.92093,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,121131_MMU-MIR-1969,439,TM121131,MMU-MIR-1969,TARG,B,FAMTP,40,,,FALSE,198.7261413,,0,B11f7,337.691549,3595.81621,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,121131_MMU-MIR-1969,439,TM121131,MMU-MIR-1969,TARG,B,FAMTP,40,,,FALSE,61.455627,,0,B11f7,282.7927114,3543.963433,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,121176_MMU-MIR-669O,440,TM121176,MMU-MIR-669O,TARG,B,FAMTP,40,,,FALSE,86.03109116,,0,B11f8,337.1549569,3383.317312,GNP81,A1,ctrl,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GPK57,FALSE,121176_MMU-MIR-669O,440,TM121176,MMU-MIR-669O,TARG,B,FAMTP,40,,,FALSE,0,,0,B11f8,286.7077161,3387.339202,GPK57,C2,mutant,1
OpenArray® Real-Time qPCR Analysis Software,1.0.215.4,1,GNP81,FALSE,002774_MMU-MIR-669E,467,TM002774,MMU-MIR-669E,TARG,B,FAMTP,40,,,FALSE,32.38734824,,0,B11g3,352.3997823,3616.158167,GNP81,A1,ctrl,1
