Chip Run Filename,R:\ChipRun.bml
Application Version,2.1.1
Application Build,20090521.1135
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB
Chamber,Sample,Sample,Sample,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold
S13-A15,preamp 1:100,Unknown,0.5,GAPDH,Test,13.4036729570816,0.87,Pass,0.054349316579291
S13-A16,preamp 1:100,Unknown,0.5,GAPDH,Test,13.8557159425499,0.86,Pass,0.054349316579291
S13-A17,preamp 1:100,Unknown,0.5,GAPDH,Test,13.7661256333491,0.86,Pass,0.054349316579291
S13-A18,preamp 1:100,Unknown,0.5,GAPDH,Test,13.2860774130891,0.87,Pass,0.054349316579291
S13-A19,preamp 1:100,Unknown,0.5,GAPDH,Test,13.7369758337421,0.86,Pass,0.054349316579291
S13-A20,preamp 1:100,Unknown,0.5,GAPDH,Test,13.5666384703646,0.87,Pass,0.054349316579291
S13-A21,preamp 1:100,Unknown,0.5,GAPDH,Test,13.2703047979921,0.87,Pass,0.054349316579291
S13-A22,preamp 1:100,Unknown,0.5,GAPDH,Test,13.8284161345213,0.85,Pass,0.054349316579291
S13-A23,preamp 1:100,Unknown,0.5,GAPDH,Test,13.50897839636,0.87,Pass,0.054349316579291
S13-A24,preamp 1:100,Unknown,0.5,GAPDH,Test,13.3177488488205,0.86,Pass,0.054349316579291
S13-A25,preamp 1:100,Unknown,0.5,HPRT,Test,18.8045131917723,0.87,Pass,0.054349316579291
S13-A26,preamp 1:100,Unknown,0.5,HPRT,Test,18.8903853918093,0.88,Pass,0.054349316579291
S13-A27,preamp 1:100,Unknown,0.5,HPRT,Test,18.750033779034,0.89,Pass,0.054349316579291
S13-A28,preamp 1:100,Unknown,0.5,HPRT,Test,18.7173918727007,0.88,Pass,0.054349316579291
S13-A29,preamp 1:100,Unknown,0.5,HPRT,Test,18.8864132005035,0.87,Pass,0.054349316579291
S13-A30,preamp 1:100,Unknown,0.5,HPRT,Test,18.7769825953281,0.88,Pass,0.054349316579291
S13-A31,preamp 1:100,Unknown,0.5,HPRT,Test,18.8479366815097,0.88,Pass,0.054349316579291
S13-A32,preamp 1:100,Unknown,0.5,HPRT,Test,18.7989448073546,0.88,Pass,0.054349316579291
S13-A33,preamp 1:100,Unknown,0.5,HPRT,Test,18.9580141669881,0.88,Pass,0.054349316579291
S13-A34,preamp 1:100,Unknown,0.5,HPRT,Test,18.9725712915325,0.87,Pass,0.054349316579291
S13-A35,preamp 1:100,Unknown,0.5,HPRT,Test,18.8269742585462,0.88,Pass,0.054349316579291
S13-A36,preamp 1:100,Unknown,0.5,HPRT,Test,18.5002081129641,0.89,Pass,0.054349316579291
S13-A37,preamp 1:100,Unknown,0.5,SDHA,Test,21.1239456135344,0.9,Pass,0.054349316579291
S13-A38,preamp 1:100,Unknown,0.5,SDHA,Test,20.7416256050722,0.95,Pass,0.054349316579291
S13-A39,preamp 1:100,Unknown,0.5,SDHA,Test,20.3932995931534,0.89,Pass,0.054349316579291
S13-A40,preamp 1:100,Unknown,0.5,SDHA,Test,21.1427741699681,0.9,Pass,0.054349316579291
S13-A41,preamp 1:100,Unknown,0.5,SDHA,Test,20.7141083781414,0.9,Pass,0.054349316579291
S13-A42,preamp 1:100,Unknown,0.5,SDHA,Test,20.7719374246377,0.91,Pass,0.054349316579291
S13-A43,preamp 1:100,Unknown,0.5,SDHA,Test,21.1574506081828,0.9,Pass,0.054349316579291
S13-A44,preamp 1:100,Unknown,0.5,SDHA,Test,20.7074336903172,0.9,Pass,0.054349316579291
S13-A45,preamp 1:100,Unknown,0.5,SDHA,Test,20.5280245191361,0.9,Pass,0.054349316579291
S13-A46,preamp 1:100,Unknown,0.5,SDHA,Test,20.8418454635299,0.9,Pass,0.054349316579291
S13-A47,preamp 1:100,Unknown,0.5,SDHA,Test,20.342476918474,0.9,Pass,0.054349316579291
S13-A48,preamp 1:100,Unknown,0.5,SDHA,Test,20.1477234249473,0.91,Pass,0.054349316579291
S33-A01,no preamp,Unknown,5,b actin,Test,22.3705148127511,0.92,Pass,0.054349316579291
S33-A02,no preamp,Unknown,5,b actin,Test,22.1168141310782,0.88,Pass,0.054349316579291
S33-A03,no preamp,Unknown,5,b actin,Test,21.5913851334285,0.89,Pass,0.054349316579291
S33-A04,no preamp,Unknown,5,b actin,Test,21.8365830836664,0.88,Pass,0.054349316579291
S33-A05,no preamp,Unknown,5,b actin,Test,21.4188002289504,0.88,Pass,0.054349316579291
S33-A06,no preamp,Unknown,5,b actin,Test,20.7181863439814,0.87,Pass,0.054349316579291
S33-A07,no preamp,Unknown,5,b actin,Test,21.1630873416765,0.87,Pass,0.054349316579291
S33-A08,no preamp,Unknown,5,b actin,Test,21.1748277312033,0.87,Pass,0.054349316579291
S33-A09,no preamp,Unknown,5,b actin,Test,20.9671303220091,0.87,Pass,0.054349316579291
S33-A10,no preamp,Unknown,5,b actin,Test,21.6044144440294,0.87,Pass,0.054349316579291
S33-A11,no preamp,Unknown,5,b actin,Test,21.2724949457682,0.86,Pass,0.054349316579291
S33-A12,no preamp,Unknown,5,b actin,Test,20.8549535684788,0.87,Pass,0.054349316579291
S33-A13,no preamp,Unknown,5,GAPDH,Test,17.363299784529,0.91,Pass,0.054349316579291
S33-A14,no preamp,Unknown,5,GAPDH,Test,17.2760234876316,0.92,Pass,0.054349316579291
S33-A15,no preamp,Unknown,5,GAPDH,Test,17.0027526520085,0.93,Pass,0.054349316579291
S33-A16,no preamp,Unknown,5,GAPDH,Test,17.3734887459619,0.93,Pass,0.054349316579291
S33-A17,no preamp,Unknown,5,GAPDH,Test,17.2783549735407,0.93,Pass,0.054349316579291
S33-A18,no preamp,Unknown,5,GAPDH,Test,16.8749730543801,0.9,Pass,0.054349316579291
S33-A19,no preamp,Unknown,5,GAPDH,Test,17.3621618351269,0.92,Pass,0.054349316579291
S33-A20,no preamp,Unknown,5,GAPDH,Test,17.199994258452,0.92,Pass,0.054349316579291
S33-A21,no preamp,Unknown,5,GAPDH,Test,16.8476381255373,0.9,Pass,0.054349316579291
S33-A22,no preamp,Unknown,5,GAPDH,Test,17.5105621894119,0.91,Pass,0.054349316579291
S33-A23,no preamp,Unknown,5,GAPDH,Test,17.0288466700372,0.92,Pass,0.054349316579291
S33-A24,no preamp,Unknown,5,GAPDH,Test,16.8792362910239,0.93,Pass,0.054349316579291
S33-A25,no preamp,Unknown,5,HPRT,Test,23.7597462980119,0.9,Pass,0.054349316579291
S33-A26,no preamp,Unknown,5,HPRT,Test,24.0804595206358,0.91,Pass,0.054349316579291
S33-A27,no preamp,Unknown,5,HPRT,Test,23.9087699461694,0.91,Pass,0.054349316579291
S33-A28,no preamp,Unknown,5,HPRT,Test,24.8556532806992,0.91,Pass,0.054349316579291
S33-A29,no preamp,Unknown,5,HPRT,Test,24.6517981666967,0.92,Pass,0.054349316579291
S33-A30,no preamp,Unknown,5,HPRT,Test,24.9533636991444,0.91,Pass,0.054349316579291
S33-A31,no preamp,Unknown,5,HPRT,Test,24.0310518985201,0.91,Pass,0.054349316579291
S33-A32,no preamp,Unknown,5,HPRT,Test,23.9572163687246,0.91,Pass,0.054349316579291
S33-A33,no preamp,Unknown,5,HPRT,Test,25.1996053999103,0.91,Pass,0.054349316579291
S33-A34,no preamp,Unknown,5,HPRT,Test,25.8846798239585,0.91,Pass,0.054349316579291
S33-A35,no preamp,Unknown,5,HPRT,Test,24.7099496873713,0.91,Pass,0.054349316579291
S33-A36,no preamp,Unknown,5,HPRT,Test,23.4952848998915,0.9,Pass,0.054349316579291
S33-A37,no preamp,Unknown,5,SDHA,Test,25.3234985507642,0.86,Pass,0.054349316579291
S33-A38,no preamp,Unknown,5,SDHA,Test,24.7969323712284,0.86,Pass,0.054349316579291
S33-A39,no preamp,Unknown,5,SDHA,Test,25.0138857493688,0.84,Pass,0.054349316579291
S33-A40,no preamp,Unknown,5,SDHA,Test,25.5764570536821,0.86,Pass,0.054349316579291
S33-A41,no preamp,Unknown,5,SDHA,Test,25.0342812411852,0.86,Pass,0.054349316579291
S33-A42,no preamp,Unknown,5,SDHA,Test,25.1611303150338,0.85,Pass,0.054349316579291
S33-A43,no preamp,Unknown,5,SDHA,Test,25.8292448780437,0.85,Pass,0.054349316579291
S33-A44,no preamp,Unknown,5,SDHA,Test,25.64609121994,0.8,Pass,0.054349316579291
S33-A45,no preamp,Unknown,5,SDHA,Test,26.1819596779877,0.86,Pass,0.054349316579291
S33-A46,no preamp,Unknown,5,SDHA,Test,24.8851217312027,0.87,Pass,0.054349316579291
S33-A47,no preamp,Unknown,5,SDHA,Test,24.9098288383157,0.84,Pass,0.054349316579291
S33-A48,no preamp,Unknown,5,SDHA,Test,24.2666192588303,0.87,Pass,0.054349316579291
S18-A01,preamp 1:100,Unknown,0.5,b actin,Test,16.0016967351871,0.91,Pass,0.054349316579291
S18-A02,preamp 1:100,Unknown,0.5,b actin,Test,16.0652335599574,0.91,Pass,0.054349316579291
S18-A03,preamp 1:100,Unknown,0.5,b actin,Test,16.1761521505685,0.89,Pass,0.054349316579291
S18-A04,preamp 1:100,Unknown,0.5,b actin,Test,16.4744712415216,0.9,Pass,0.054349316579291
S18-A05,preamp 1:100,Unknown,0.5,b actin,Test,16.0483070661193,0.86,Pass,0.054349316579291
S18-A06,preamp 1:100,Unknown,0.5,b actin,Test,15.8169836329137,0.91,Pass,0.054349316579291
S18-A07,preamp 1:100,Unknown,0.5,b actin,Test,16.1720741944582,0.9,Pass,0.054349316579291
S18-A08,preamp 1:100,Unknown,0.5,b actin,Test,15.9872862319316,0.88,Pass,0.054349316579291
S18-A09,preamp 1:100,Unknown,0.5,b actin,Test,15.9759881401278,0.89,Pass,0.054349316579291
S18-A10,preamp 1:100,Unknown,0.5,b actin,Test,16.4750096123035,0.91,Pass,0.054349316579291
S18-A11,preamp 1:100,Unknown,0.5,b actin,Test,16.3710248492443,0.89,Pass,0.054349316579291
S18-A12,preamp 1:100,Unknown,0.5,b actin,Test,15.9218785338524,0.88,Pass,0.054349316579291
S18-A13,preamp 1:100,Unknown,0.5,GAPDH,Test,13.1402047387428,0.86,Pass,0.054349316579291
S18-A14,preamp 1:100,Unknown,0.5,GAPDH,Test,12.9473932087322,0.86,Pass,0.054349316579291
S18-A15,preamp 1:100,Unknown,0.5,GAPDH,Test,12.7139179758804,0.88,Pass,0.054349316579291
S18-A16,preamp 1:100,Unknown,0.5,GAPDH,Test,13.1401791120601,0.85,Pass,0.054349316579291
S18-A17,preamp 1:100,Unknown,0.5,GAPDH,Test,13.0531460134967,0.85,Pass,0.054349316579291
S18-A18,preamp 1:100,Unknown,0.5,GAPDH,Test,12.5687562316749,0.86,Pass,0.054349316579291
S18-A19,preamp 1:100,Unknown,0.5,GAPDH,Test,13.1135583632244,0.85,Pass,0.054349316579291
S18-A20,preamp 1:100,Unknown,0.5,GAPDH,Test,12.859442019512,0.86,Pass,0.054349316579291
S18-A21,preamp 1:100,Unknown,0.5,GAPDH,Test,12.5290862361444,0.86,Pass,0.054349316579291
S18-A22,preamp 1:100,Unknown,0.5,GAPDH,Test,13.0815275513151,0.84,Pass,0.054349316579291
S18-A23,preamp 1:100,Unknown,0.5,GAPDH,Test,12.7631814738488,0.86,Pass,0.054349316579291
S18-A24,preamp 1:100,Unknown,0.5,GAPDH,Test,12.5052274280717,0.85,Pass,0.054349316579291
S18-A25,preamp 1:100,Unknown,0.5,HPRT,Test,18.0878452532463,0.91,Pass,0.054349316579291
S18-A26,preamp 1:100,Unknown,0.5,HPRT,Test,18.1593962647071,0.89,Pass,0.054349316579291
S18-A27,preamp 1:100,Unknown,0.5,HPRT,Test,17.972037856324,0.9,Pass,0.054349316579291
S18-A28,preamp 1:100,Unknown,0.5,HPRT,Test,18.1211555871868,0.91,Pass,0.054349316579291
S18-A29,preamp 1:100,Unknown,0.5,HPRT,Test,18.208479639587,0.91,Pass,0.054349316579291
S18-A30,preamp 1:100,Unknown,0.5,HPRT,Test,18.1328289238007,0.91,Pass,0.054349316579291
S18-A31,preamp 1:100,Unknown,0.5,HPRT,Test,17.922795383938,0.91,Pass,0.054349316579291
S18-A32,preamp 1:100,Unknown,0.5,HPRT,Test,18.1176672949724,0.91,Pass,0.054349316579291
S18-A33,preamp 1:100,Unknown,0.5,HPRT,Test,18.1615881554592,0.91,Pass,0.054349316579291
S18-A34,preamp 1:100,Unknown,0.5,HPRT,Test,18.1218902845709,0.9,Pass,0.054349316579291
S18-A35,preamp 1:100,Unknown,0.5,HPRT,Test,17.944425914587,0.91,Pass,0.054349316579291
S18-A36,preamp 1:100,Unknown,0.5,HPRT,Test,17.7217309663281,0.94,Pass,0.054349316579291
S18-A37,preamp 1:100,Unknown,0.5,SDHA,Test,19.8103151689264,0.94,Pass,0.054349316579291
S18-A38,preamp 1:100,Unknown,0.5,SDHA,Test,19.5833631233395,0.91,Pass,0.054349316579291
S18-A39,preamp 1:100,Unknown,0.5,SDHA,Test,19.4644114181397,0.91,Pass,0.054349316579291
S18-A40,preamp 1:100,Unknown,0.5,SDHA,Test,19.9201435677835,0.92,Pass,0.054349316579291
S18-A41,preamp 1:100,Unknown,0.5,SDHA,Test,19.6626173405022,0.91,Pass,0.054349316579291
S18-A42,preamp 1:100,Unknown,0.5,SDHA,Test,19.4533798442386,0.93,Pass,0.054349316579291
S18-A43,preamp 1:100,Unknown,0.5,SDHA,Test,19.7891249175496,0.92,Pass,0.054349316579291
S18-A44,preamp 1:100,Unknown,0.5,SDHA,Test,19.6159201551678,0.91,Pass,0.054349316579291
S18-A45,preamp 1:100,Unknown,0.5,SDHA,Test,19.4334919641685,0.91,Pass,0.054349316579291
S18-A46,preamp 1:100,Unknown,0.5,SDHA,Test,19.6510888682718,0.92,Pass,0.054349316579291
S18-A47,preamp 1:100,Unknown,0.5,SDHA,Test,19.1755392233003,0.92,Pass,0.054349316579291
S18-A48,preamp 1:100,Unknown,0.5,SDHA,Test,19.0832562331788,0.93,Pass,0.054349316579291
S32-A01,no preamp,Unknown,5,b actin,Test,21.979487842033,0.92,Pass,0.054349316579291
S32-A02,no preamp,Unknown,5,b actin,Test,21.9005715022735,0.89,Pass,0.054349316579291
S32-A03,no preamp,Unknown,5,b actin,Test,21.3315327485951,0.91,Pass,0.054349316579291
S32-A04,no preamp,Unknown,5,b actin,Test,21.8226533243154,0.91,Pass,0.054349316579291
S32-A05,no preamp,Unknown,5,b actin,Test,20.9365969598304,0.87,Pass,0.054349316579291
S32-A06,no preamp,Unknown,5,b actin,Test,20.7179497344458,0.87,Pass,0.054349316579291
S32-A07,no preamp,Unknown,5,b actin,Test,21.1669737198575,0.88,Pass,0.054349316579291
S32-A08,no preamp,Unknown,5,b actin,Test,21.1363483517482,0.81,Pass,0.054349316579291
S32-A09,no preamp,Unknown,5,b actin,Test,20.9023130567384,0.85,Pass,0.054349316579291
S32-A10,no preamp,Unknown,5,b actin,Test,21.2630520004823,0.88,Pass,0.054349316579291
S32-A11,no preamp,Unknown,5,b actin,Test,21.1245615236922,0.87,Pass,0.054349316579291
S32-A12,no preamp,Unknown,5,b actin,Test,20.5871959554426,0.86,Pass,0.054349316579291
S32-A13,no preamp,Unknown,5,GAPDH,Test,17.5322576687275,0.91,Pass,0.054349316579291
S32-A14,no preamp,Unknown,5,GAPDH,Test,17.1442679556266,0.93,Pass,0.054349316579291
S32-A15,no preamp,Unknown,5,GAPDH,Test,17.0768740120823,0.9,Pass,0.054349316579291
S32-A16,no preamp,Unknown,5,GAPDH,Test,17.421610261568,0.91,Pass,0.054349316579291
S32-A17,no preamp,Unknown,5,GAPDH,Test,17.3826848020096,0.93,Pass,0.054349316579291
S32-A18,no preamp,Unknown,5,GAPDH,Test,16.9474276398907,0.93,Pass,0.054349316579291
S32-A19,no preamp,Unknown,5,GAPDH,Test,17.3775017638872,0.91,Pass,0.054349316579291
S32-A20,no preamp,Unknown,5,GAPDH,Test,17.1174626614405,0.93,Pass,0.054349316579291
S32-A21,no preamp,Unknown,5,GAPDH,Test,16.8785181399482,0.89,Pass,0.054349316579291
S32-A22,no preamp,Unknown,5,GAPDH,Test,17.3192821421704,0.93,Pass,0.054349316579291
S32-A23,no preamp,Unknown,5,GAPDH,Test,17.1290069982076,0.93,Pass,0.054349316579291
S32-A24,no preamp,Unknown,5,GAPDH,Test,16.933866820669,0.93,Pass,0.054349316579291
S32-A25,no preamp,Unknown,5,HPRT,Test,24.6718477552553,0.92,Pass,0.054349316579291
S32-A26,no preamp,Unknown,5,HPRT,Test,26.0923996669395,0.92,Pass,0.054349316579291
S32-A27,no preamp,Unknown,5,HPRT,Test,23.4614443197538,0.9,Pass,0.054349316579291
S32-A28,no preamp,Unknown,5,HPRT,Test,24.1333044527622,0.91,Pass,0.054349316579291
S32-A29,no preamp,Unknown,5,HPRT,Test,25.6484836351695,0.92,Pass,0.054349316579291
S32-A30,no preamp,Unknown,5,HPRT,Test,24.206626343978,0.92,Pass,0.054349316579291
S32-A31,no preamp,Unknown,5,HPRT,Test,24.394458765605,0.92,Pass,0.054349316579291
S32-A32,no preamp,Unknown,5,HPRT,Test,24.286305938084,0.92,Pass,0.054349316579291
S32-A33,no preamp,Unknown,5,HPRT,Test,25.1964514328813,0.92,Pass,0.054349316579291
S32-A34,no preamp,Unknown,5,HPRT,Test,24.6138705154703,0.92,Pass,0.054349316579291
S32-A35,no preamp,Unknown,5,HPRT,Test,24.2222703925408,0.91,Pass,0.054349316579291
S32-A36,no preamp,Unknown,5,HPRT,Test,23.4650887146985,0.9,Pass,0.054349316579291
S32-A37,no preamp,Unknown,5,SDHA,Test,25.4754847242844,0.86,Pass,0.054349316579291
S32-A38,no preamp,Unknown,5,SDHA,Test,25.2283301761481,0.85,Pass,0.054349316579291
S32-A39,no preamp,Unknown,5,SDHA,Test,24.7693913747187,0.85,Pass,0.054349316579291
S32-A40,no preamp,Unknown,5,SDHA,Test,25.3846539011505,0.86,Pass,0.054349316579291
S32-A41,no preamp,Unknown,5,SDHA,Test,25.5221644306088,0.77,Pass,0.054349316579291
S32-A42,no preamp,Unknown,5,SDHA,Test,25.2473974095561,0.86,Pass,0.054349316579291
S32-A43,no preamp,Unknown,5,SDHA,Test,25.3185105848845,0.86,Pass,0.054349316579291
S32-A44,no preamp,Unknown,5,SDHA,Test,25.6670534280887,0.86,Pass,0.054349316579291
S32-A45,no preamp,Unknown,5,SDHA,Test,25.3315849865952,0.86,Pass,0.054349316579291
S32-A46,no preamp,Unknown,5,SDHA,Test,25.1278936139025,0.83,Pass,0.054349316579291
S32-A47,no preamp,Unknown,5,SDHA,Test,25.1475487396142,0.87,Pass,0.054349316579291
S32-A48,no preamp,Unknown,5,SDHA,Test,24.5572462121544,0.84,Pass,0.054349316579291
S17-A01,preamp 1:100,Unknown,0.5,b actin,Test,15.7879661213008,0.91,Pass,0.054349316579291
S17-A02,preamp 1:100,Unknown,0.5,b actin,Test,15.9834590334913,0.9,Pass,0.054349316579291
S17-A03,preamp 1:100,Unknown,0.5,b actin,Test,15.8775840694928,0.92,Pass,0.054349316579291
S17-A04,preamp 1:100,Unknown,0.5,b actin,Test,16.0464492795431,0.92,Pass,0.054349316579291
S17-A05,preamp 1:100,Unknown,0.5,b actin,Test,15.6526128429765,0.92,Pass,0.054349316579291
S17-A06,preamp 1:100,Unknown,0.5,b actin,Test,15.6534853240763,0.89,Pass,0.054349316579291
S17-A07,preamp 1:100,Unknown,0.5,b actin,Test,15.8671497726879,0.9,Pass,0.054349316579291
S17-A08,preamp 1:100,Unknown,0.5,b actin,Test,15.8892091298205,0.92,Pass,0.054349316579291
S17-A09,preamp 1:100,Unknown,0.5,b actin,Test,15.7848334400555,0.91,Pass,0.054349316579291
S17-A10,preamp 1:100,Unknown,0.5,b actin,Test,16.1038659119162,0.89,Pass,0.054349316579291
S17-A11,preamp 1:100,Unknown,0.5,b actin,Test,16.0040013868097,0.89,Pass,0.054349316579291
S17-A12,preamp 1:100,Unknown,0.5,b actin,Test,15.7476484091681,0.9,Pass,0.054349316579291
S17-A13,preamp 1:100,Unknown,0.5,GAPDH,Test,12.9144486086126,0.86,Pass,0.054349316579291
S17-A14,preamp 1:100,Unknown,0.5,GAPDH,Test,12.7625947724129,0.85,Pass,0.054349316579291
S17-A15,preamp 1:100,Unknown,0.5,GAPDH,Test,12.5673223857767,0.85,Pass,0.054349316579291
S17-A16,preamp 1:100,Unknown,0.5,GAPDH,Test,12.9579520858855,0.84,Pass,0.054349316579291
S17-A17,preamp 1:100,Unknown,0.5,GAPDH,Test,12.7546164558361,0.84,Pass,0.054349316579291
S17-A18,preamp 1:100,Unknown,0.5,GAPDH,Test,12.3697649083545,0.86,Pass,0.054349316579291
S17-A19,preamp 1:100,Unknown,0.5,GAPDH,Test,12.8524471748585,0.85,Pass,0.054349316579291
S17-A20,preamp 1:100,Unknown,0.5,GAPDH,Test,12.6130812642407,0.85,Pass,0.054349316579291
S17-A21,preamp 1:100,Unknown,0.5,GAPDH,Test,12.3267886801791,0.85,Pass,0.054349316579291
S17-A22,preamp 1:100,Unknown,0.5,GAPDH,Test,12.8483865814681,0.83,Pass,0.054349316579291
S17-A23,preamp 1:100,Unknown,0.5,GAPDH,Test,12.5616711190868,0.85,Pass,0.054349316579291
S17-A24,preamp 1:100,Unknown,0.5,GAPDH,Test,12.3175627574649,0.85,Pass,0.054349316579291
S17-A25,preamp 1:100,Unknown,0.5,HPRT,Test,18.1086650045428,0.91,Pass,0.054349316579291
S17-A26,preamp 1:100,Unknown,0.5,HPRT,Test,17.9163722131293,0.91,Pass,0.054349316579291
S17-A27,preamp 1:100,Unknown,0.5,HPRT,Test,17.7690309041831,0.91,Pass,0.054349316579291
S17-A28,preamp 1:100,Unknown,0.5,HPRT,Test,17.8203142465387,0.9,Pass,0.054349316579291
S17-A29,preamp 1:100,Unknown,0.5,HPRT,Test,18.1034785065681,0.9,Pass,0.054349316579291
S17-A30,preamp 1:100,Unknown,0.5,HPRT,Test,17.7451082262995,0.9,Pass,0.054349316579291
S17-A31,preamp 1:100,Unknown,0.5,HPRT,Test,17.7634658029448,0.9,Pass,0.054349316579291
S17-A32,preamp 1:100,Unknown,0.5,HPRT,Test,17.8080110752394,0.9,Pass,0.054349316579291
S17-A33,preamp 1:100,Unknown,0.5,HPRT,Test,17.8927350540769,0.9,Pass,0.054349316579291
S17-A34,preamp 1:100,Unknown,0.5,HPRT,Test,18.0775264376889,0.9,Pass,0.054349316579291
S17-A35,preamp 1:100,Unknown,0.5,HPRT,Test,17.6602798495844,0.9,Pass,0.054349316579291
S17-A36,preamp 1:100,Unknown,0.5,HPRT,Test,17.5299493260475,0.92,Pass,0.054349316579291
S17-A37,preamp 1:100,Unknown,0.5,SDHA,Test,19.5682258450815,0.94,Pass,0.054349316579291
S17-A38,preamp 1:100,Unknown,0.5,SDHA,Test,19.2070377462933,0.94,Pass,0.054349316579291
S17-A39,preamp 1:100,Unknown,0.5,SDHA,Test,19.0041082690443,0.92,Pass,0.054349316579291
S17-A40,preamp 1:100,Unknown,0.5,SDHA,Test,19.6583497670521,0.94,Pass,0.054349316579291
S17-A41,preamp 1:100,Unknown,0.5,SDHA,Test,19.268768156503,0.9,Pass,0.054349316579291
S17-A42,preamp 1:100,Unknown,0.5,SDHA,Test,19.2942515553169,0.93,Pass,0.054349316579291
S17-A43,preamp 1:100,Unknown,0.5,SDHA,Test,19.4774312599955,0.93,Pass,0.054349316579291
S17-A44,preamp 1:100,Unknown,0.5,SDHA,Test,19.2258280278091,0.9,Pass,0.054349316579291
S17-A45,preamp 1:100,Unknown,0.5,SDHA,Test,19.0439604418445,0.93,Pass,0.054349316579291
S17-A46,preamp 1:100,Unknown,0.5,SDHA,Test,19.3067384007259,0.94,Pass,0.054349316579291
S17-A47,preamp 1:100,Unknown,0.5,SDHA,Test,19.0982692038576,0.92,Pass,0.054349316579291
S17-A48,preamp 1:100,Unknown,0.5,SDHA,Test,18.8198081473877,0.94,Pass,0.054349316579291
S31-A01,no preamp,Unknown,5,b actin,Test,22.8351996412147,0.91,Pass,0.054349316579291
S31-A02,no preamp,Unknown,5,b actin,Test,22.6693401186573,0.89,Pass,0.054349316579291
S31-A03,no preamp,Unknown,5,b actin,Test,22.014069220027,0.88,Pass,0.054349316579291
S31-A04,no preamp,Unknown,5,b actin,Test,22.165436496226,0.88,Pass,0.054349316579291
S31-A05,no preamp,Unknown,5,b actin,Test,21.7985917820393,0.88,Pass,0.054349316579291
S31-A06,no preamp,Unknown,5,b actin,Test,21.2667525564534,0.88,Pass,0.054349316579291
S31-A07,no preamp,Unknown,5,b actin,Test,21.9849401652064,0.88,Pass,0.054349316579291
S31-A08,no preamp,Unknown,5,b actin,Test,21.8238116846081,0.88,Pass,0.054349316579291
S31-A09,no preamp,Unknown,5,b actin,Test,21.4379774957756,0.87,Pass,0.054349316579291
S31-A10,no preamp,Unknown,5,b actin,Test,22.1076486586008,0.9,Pass,0.054349316579291
S31-A11,no preamp,Unknown,5,b actin,Test,21.9538444752883,0.87,Pass,0.054349316579291
S31-A12,no preamp,Unknown,5,b actin,Test,21.4646872157955,0.87,Pass,0.054349316579291
S31-A13,no preamp,Unknown,5,GAPDH,Test,17.9763737912117,0.93,Pass,0.054349316579291
S31-A14,no preamp,Unknown,5,GAPDH,Test,17.9141531530747,0.92,Pass,0.054349316579291
S31-A15,no preamp,Unknown,5,GAPDH,Test,17.6824738159862,0.91,Pass,0.054349316579291
S31-A16,no preamp,Unknown,5,GAPDH,Test,17.9337771786868,0.92,Pass,0.054349316579291
S31-A17,no preamp,Unknown,5,GAPDH,Test,17.9533071085628,0.92,Pass,0.054349316579291
S31-A18,no preamp,Unknown,5,GAPDH,Test,17.3834569468951,0.93,Pass,0.054349316579291
S31-A19,no preamp,Unknown,5,GAPDH,Test,18.0728363524961,0.92,Pass,0.054349316579291
S31-A20,no preamp,Unknown,5,GAPDH,Test,17.7973422368827,0.92,Pass,0.054349316579291
S31-A21,no preamp,Unknown,5,GAPDH,Test,17.3244525692056,0.92,Pass,0.054349316579291
S31-A22,no preamp,Unknown,5,GAPDH,Test,17.9850235893154,0.94,Pass,0.054349316579291
S31-A23,no preamp,Unknown,5,GAPDH,Test,17.6715756291076,0.93,Pass,0.054349316579291
S31-A24,no preamp,Unknown,5,GAPDH,Test,17.4166856650777,0.92,Pass,0.054349316579291
S31-A25,no preamp,Unknown,5,HPRT,Test,24.9032056108125,0.92,Pass,0.054349316579291
S31-A26,no preamp,Unknown,5,HPRT,Test,24.7503680625585,0.92,Pass,0.054349316579291
S31-A27,no preamp,Unknown,5,HPRT,Test,23.7831852053413,0.9,Pass,0.054349316579291
S31-A28,no preamp,Unknown,5,HPRT,Test,24.557458066663,0.92,Pass,0.054349316579291
